created_at,id,tweet_url,retweet_count,favorite_count,text,rating_numerator,rating_denominator,name,jpg_url,dog_type,dog_stage
03/2017,847606175596138505,https://twitter.com/dog_rates/status/847606175596138505/photo/1,3774,20208,this is cannon. he just heard something behind him. fr*ckin frightened af. 12/10 don't look back just run https://t.co/wtpbwt6ux1,12.0,10,Cannon,https://pbs.twimg.com/media/C8NNUDBUMAE0XxJ.jpg,Cardigan,
03/2017,847251039262605312,https://twitter.com/dog_rates/status/847251039262605312/photo/1,4800,22036,this is furzey. he's doing an elevated sandy zoom. adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbrizqgnq,12.0,10,Furzey,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,Airedale,
03/2017,847157206088847362,https://twitter.com/dog_rates/status/847157206088847362/photo/1,6572,21588,"meet daisy. she's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/jlb9l0m3j0 https://t.co/eh7fgfuy6r",11.0,10,Daisy,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,Staffordshire_bullterrier,
03/2017,847116187444137987,https://twitter.com/dog_rates/status/847116187444137987/photo/1,3583,23108,unbelievable... we. only. rate. dogs. please stop sending in other things like this blossoming flop kangaroo. thank you... 11/10 https://t.co/eeeerabso0,11.0,10,,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg,American_Staffordshire_terrier,
03/2017,846874817362120707,https://twitter.com/dog_rates/status/846874817362120707/photo/1,4404,21685,"this is tuck. as you can see, he's rather h*ckin rare. taken seriously until his legs are seen. tail stuck in a permanent zoom. 13/10 https://t.co/p7pbgqrkse",13.0,10,Tuck,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,Shetland_sheepdog,
03/2017,846514051647705089,https://twitter.com/dog_rates/status/846514051647705089/photo/1,13076,48410,this is barney. he's an elder doggo. hitches a ride when he gets tired. waves goodbye before he leaves. 13/10 please come back soon https://t.co/cfaasdxauk,13.0,10,Barney,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,golden_retriever,doggo
03/2017,846153765933735936,https://twitter.com/dog_rates/status/846153765933735936/photo/1,10226,34394,this is vixen. he really likes bananas. steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0cks5exfr,13.0,10,Vixen,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,giant_schnauzer,
03/2017,846042936437604353,https://twitter.com/dog_rates/status/846042936437604353/photo/1,3224,17256,meet jarvis. the snow pupsets him. officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hlkztpiow,12.0,10,Jarvis,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,golden_retriever,
03/2017,845812042753855489,https://twitter.com/dog_rates/status/845812042753855489/photo/1,9894,31737,we usually don't rate polar bears but this one seems extra good. majestic as h*ck. 13/10 would hug for a while https://t.co/tlnexlqzxp,13.0,10,,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg,Samoyed,
03/2017,845677943972139009,https://twitter.com/dog_rates/status/845677943972139009/photo/1,5365,27154,"c'mon guys. please only send in dogs. we only rate dogs, not exceptional-tongued peruvian floor bears. thank you... 12/10 https://t.co/z30iqlixno",12.0,10,,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,chow,
03/2017,845397057150107648,https://twitter.com/dog_rates/status/845397057150107648/photo/1,2072,8241,"say hello to mimosa. she's an emotional support doggo who helps her owner with ptsd. 13/10, but she needs your help

https://t.co/l6mlzrd7mx https://t.co/jmutbfdw5o",13.0,10,Mimosa,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,Dandie_Dinmont,doggo
03/2017,845306882940190720,https://twitter.com/dog_rates/status/845306882940190720/photo/1,6039,25225,this is pickles. she's a silly pupper. thinks she's a dish. 12/10 would dry https://t.co/7mpcf4zwek,12.0,10,Pickles,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,Irish_water_spaniel,pupper
03/2017,844979544864018432,https://twitter.com/dog_rates/status/844979544864018432/photo/1,2909,14738,"pupdate: i'm proud to announce that toby is 236 days sober. pupgraded to a 13/10. we're all very proud of you, toby https://t.co/a5oajerl9b",13.0,10,,https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg,Shetland_sheepdog,
03/2017,844973813909606400,https://twitter.com/dog_rates/status/844973813909606400/photo/1,3617,16361,"this is brady. he's a recovering alcoholic. demonstrating incredible restraint here. 12/10 don't give pup, don't give in, brady https://t.co/b1ibusq3hr",12.0,10,Brady,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,Labrador_retriever,
03/2017,844704788403113984,https://twitter.com/dog_rates/status/844704788403113984/photo/1,11633,42022,this is luna. it's her first time outside and a bee stung her nose. completely h*ckin uncalled for. 13/10 where's the bee i just wanna talk https://t.co/2ryilghupn,13.0,10,Luna,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg,Labrador_retriever,
03/2017,844223788422217728,https://twitter.com/dog_rates/status/844223788422217728/photo/1,2450,14753,this is margo. she just dug pup a massive hole. can't wait for you to see it. h*ckin proud of herself. 12/10 would forgive then pet https://t.co/h38hb6rbtx,12.0,10,Margo,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,Labrador_retriever,
03/2017,843856843873095681,https://twitter.com/dog_rates/status/843856843873095681/photo/1,5220,23211,say hello to sadie and daisy. they do all their shopping together. can never agree on what to get. like an old married pupple. both 12/10 https://t.co/f5c5l5wa0e,12.0,10,Sadie,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,Labrador_retriever,
03/2017,843604394117681152,https://twitter.com/dog_rates/status/843604394117681152/photo/1,3081,18310,this is hank. he's been outside for 3 minutes and already made a friend. way to go hank. 11/10 for both https://t.co/whuell84rc,11.0,10,Hank,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,Labrador_retriever,
03/2017,843235543001513987,https://twitter.com/dog_rates/status/843235543001513987/photo/1,6852,23315,this is tycho. she just had new wheels installed. about to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/dkwp2bymsl,13.0,10,Tycho,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,Pembroke,
03/2017,842846295480000512,https://twitter.com/dog_rates/status/842846295480000512/photo/1,4023,16440,this is charlie. he's wishing you a very fun and safe st. pawtrick's day. 13/10 festive af https://t.co/nfpngcwwys,13.0,10,Charlie,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,Labrador_retriever,
03/2017,842765311967449089,https://twitter.com/dog_rates/status/842765311967449089/photo/1,1439,7321,"meet indie. she's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help indie

https://t.co/fvgkiualfk https://t.co/kicftmjd7l",12.0,10,Indie,https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg,Labrador_retriever,
03/2017,842535590457499648,https://twitter.com/dog_rates/status/842535590457499648/photo/1,3937,19637,this is winnie. she lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/tf0rh9zgze,13.0,10,Winnie,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,Pembroke,
03/2017,842163532590374912,https://twitter.com/dog_rates/status/842163532590374912/photo/1,6568,26569,meet george. he looks slightly deflated but overall quite powerful. not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6e0hb3xzl,12.0,10,George,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,French_bulldog,
03/2017,842115215311396866,https://twitter.com/dog_rates/status/842115215311396866/photo/1,3386,15204,this is bentley. it's his first time going to the beach. i think he's a fan. 12/10 would build sand castles with https://t.co/idk4oyqjoy,12.0,10,Bentley,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,chow,
03/2017,841680585030541313,https://twitter.com/dog_rates/status/841680585030541313/photo/1,8748,27854,"this is penny. she's a dragon slayer. feared by most, if not all, dragons. showing off her latest victim here. 12/10 would pet with caution https://t.co/quoijslpnj",12.0,10,Penny,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,Chihuahua,
03/2017,841439858740625411,https://twitter.com/dog_rates/status/841439858740625411/photo/1,4168,13755,here we have some incredible doggos for #k9veteransday. all brave as h*ck. salute your dog in solidarity. 14/10 for all https://t.co/svnmdfqkdl,14.0,10,,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg,Labrador_retriever,doggo
03/2017,841314665196081154,https://twitter.com/dog_rates/status/841314665196081154/video/1,5312,17305,this is max. there's no way in h*ck you're taking his pacifier. binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lvaqdevz5,13.0,10,Max,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,Afghan_hound,
03/2017,841077006473256960,https://twitter.com/dog_rates/status/841077006473256960/photo/1,5991,24926,this is dawn. she's just checking pup on you. making sure you're doing okay. 12/10 she's here if you need her https://t.co/xkjrmo4faq,12.0,10,Dawn,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,Brittany_spaniel,
03/2017,840632337062862849,https://twitter.com/dog_rates/status/840632337062862849/photo/1,1972,9761,"say hello to maddie and gunner. they are considerably pupset about bath time. both 12/10 but gunner needs your help

https://t.co/jesytzb1jo https://t.co/5cnch08g1o",12.0,10,Maddie,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,golden_retriever,
03/2017,840268004936019968,https://twitter.com/dog_rates/status/840268004936019968/photo/1,6497,20950,this is monty. he makes instantly regrettable decisions. couldn't help himself. it looked like a ghost lollipop. 12/10 mistake happen https://t.co/8wsr6b4rje,12.0,10,Monty,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,Chesapeake_Bay_retriever,
03/2017,839990271299457024,https://twitter.com/dog_rates/status/839990271299457024/photo/1,2597,14640,meet sojourner. his nose is a fibonacci spiral. legendary af. 13/10 we must protect him at all costs https://t.co/r7w1nbkotr,13.0,10,Sojourner,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,Staffordshire_bullterrier,
03/2017,839549326359670784,https://twitter.com/dog_rates/status/839549326359670784/photo/1,8805,29957,"meet winston. he knows he's a little too big for the swing, but he doesn't care. kindly requests a push. 12/10 would happily oblige https://t.co/guxextdnmu",12.0,10,Winston,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg,Norwich_terrier,
03/2017,839239871831150596,https://twitter.com/dog_rates/status/839239871831150596/photo/1,7422,29684,this is odie. he's big. 13/10 would attempt to ride https://t.co/jexb9rwbmm,13.0,10,Odie,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,Leonberg,
03/2017,838921590096166913,https://twitter.com/dog_rates/status/838921590096166913/photo/1,2357,12183,this is arlo. he's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oxvu9pnzzv,13.0,10,Arlo,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,Border_terrier,
03/2017,838561493054533637,https://twitter.com/dog_rates/status/838561493054533637/photo/1,1504,11892,this is walter. his owner has been watching all the iditarod coverage and is convinced walter can be a sled dog. 13/10 walter isn't so sure https://t.co/0av1peehfi,13.0,10,Walter,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,kelpie,
03/2017,838476387338051585,https://twitter.com/dog_rates/status/838476387338051585/photo/1,5484,24664,this is stanley. somehow he heard you tell him he's a good boy from all the way up there. 13/10 i love you stanley https://t.co/51fxnuouhi,13.0,10,Stanley,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,Great_Pyrenees,
03/2017,838083903487373313,https://twitter.com/dog_rates/status/838083903487373313/photo/1,3582,19183,this is daisy. she's puppears to be rare as all h*ck. only seven like her currently domesticated. 13/10 pettable af https://t.co/meuc8jufao,13.0,10,Daisy,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg,chow,
03/2017,837820167694528512,https://twitter.com/dog_rates/status/837820167694528512/photo/1,8952,37277,"here's a pupper before and after being asked ""who's a good girl?"" unsure as h*ck. 12/10 hint hint it's you https://t.co/orik6jlgdh",12.0,10,,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,golden_retriever,pupper
03/2017,837471256429613056,https://twitter.com/dog_rates/status/837471256429613056/photo/1,2631,13967,this is vincent. he's suave as h*ck. will be your copilot this evening. claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzxsvi3,12.0,10,Vincent,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,Norwegian_elkhound,
03/2017,837366284874571778,https://twitter.com/dog_rates/status/837366284874571778/photo/1,6005,23074,this is lucy. she has a portrait of herself on her ear. excellent for identification pupposes. 13/10 innovative af https://t.co/unmxbl2lns,13.0,10,Lucy,https://pbs.twimg.com/media/C57sMJwXMAASBSx.jpg,American_Staffordshire_terrier,puppo
03/2017,837110210464448512,https://twitter.com/dog_rates/status/837110210464448512/photo/1,2731,17480,this is clark. he passed pupper training today. round of appaws for clark. 13/10 https://t.co/7pujwe8x6b,13.0,10,Clark,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,Siberian_husky,pupper
03/2017,836989968035819520,https://twitter.com/dog_rates/status/836989968035819520/photo/1,2610,13879,this is mookie. he really enjoys shopping but not from such high altitudes. doin him quite the concern. 12/10 someone lower him https://t.co/bewuzgvkrm,12.0,10,Mookie,https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg,toy_poodle,
03/2017,836753516572119041,https://twitter.com/dog_rates/status/836753516572119041/photo/1,5237,21029,this is meera. she just heard about taxes and how much a doghouse in a nice area costs. not pupared to be a  doggo anymore. 12/10 https://t.co/gzmnedyojy,12.0,10,Meera,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,schipperke,doggo
02/2017,836260088725786625,https://twitter.com/dog_rates/status/836260088725786625/photo/1,4850,23177,this is lucy. she spent all morning overseeing the shoveling of the driveway. h*ckin hard work. 13/10 very good girl lucy https://t.co/ga2gecjiqd,13.0,10,Lucy,https://pbs.twimg.com/media/C5r-G2IUwAA6KBY.jpg,borzoi,
02/2017,836001077879255040,https://twitter.com/dog_rates/status/836001077879255040/photo/1,4935,20924,atlas is back and this time he's prettier than the sunset. seems to be aware of it too. 13/10 would give modeling contract https://t.co/urdklfarqe,13.0,10,,https://pbs.twimg.com/media/C5oSiskU0AE8sJ_.jpg,Samoyed,
02/2017,835574547218894849,https://twitter.com/dog_rates/status/835574547218894849/photo/1,4121,19447,this is eli. he works backstage at bone jovi concerts. heavy duty earmuffs for puptection. h*ckin safe boy. 11/10 https://t.co/cvqenuqd8q,11.0,10,Eli,https://pbs.twimg.com/media/C5iOnigWcAAU3Ry.jpg,Staffordshire_bullterrier,
02/2017,835297930240217089,https://twitter.com/dog_rates/status/835297930240217089/photo/1,3381,17847,meet ash. he's a benebop cumberplop. quite rare. fairly portable. lil sandy tho. clearly knows something you don't. 12/10 would hug softly https://t.co/1u0z6r5lso,12.0,10,Ash,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,Rottweiler,
02/2017,835264098648616962,https://twitter.com/dog_rates/status/835264098648616962/photo/1,1939,8503,"meet lola. her hobbies include being precious af and using her foot as a toothbrush. 12/10 lola requests your help

https://t.co/fyfyhh7rir https://t.co/iib7ggduou",12.0,10,Lola,https://pbs.twimg.com/media/C5d0QtvXMAI_7uz.jpg,Chesapeake_Bay_retriever,
02/2017,835172783151792128,https://twitter.com/dog_rates/status/835172783151792128/photo/1,6516,28552,we only rate dogs. please don't send in any non-canines like this floppy tongued house panda. thank you... 12/10 would still pet https://t.co/8fx2vkexnl,12.0,10,,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,Border_collie,
02/2017,834931633769889797,https://twitter.com/dog_rates/status/834931633769889797/photo/1,1878,11838,this is tucker. he decided it was time to part ways with his favorite ball. we captured the emotional farewell on camera. 12/10 https://t.co/jte7y6p0hk,12.0,10,Tucker,https://pbs.twimg.com/media/C5ZF4p-XEAEmApg.jpg,soft-coated_wheaten_terrier,
02/2017,834786237630337024,https://twitter.com/dog_rates/status/834786237630337024/photo/1,6159,22943,this is tobi. she is properly fetching her shot. h*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3fiqvumexe,13.0,10,Tobi,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,Border_terrier,
02/2017,834574053763584002,https://twitter.com/dog_rates/status/834574053763584002/photo/1,2882,14993,here's a doggo fully pupared for a shower. h*ckin exquisite balance. sneaky tongue slip too. 13/10 https://t.co/utevnq1zpg,13.0,10,,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,golden_retriever,doggo
02/2017,834458053273591808,https://twitter.com/dog_rates/status/834458053273591808/photo/1,1899,10512,"meet chester (bottom) &amp; harold (top). they are different dogs not only in appearance, but in personality as well. both 12/10 symbiotic af https://t.co/8zozs2fsje",12.0,10,Chester,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,Rhodesian_ridgeback,
02/2017,834209720923721728,https://twitter.com/dog_rates/status/834209720923721728/photo/1,5476,22594,this is wilson. he's aware that he has something on his face. waiting for you to get it for him. 12/10 https://t.co/faeinvjztz,12.0,10,Wilson,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,golden_retriever,
02/2017,834086379323871233,https://twitter.com/dog_rates/status/834086379323871233/photo/1,2512,14296,this is lipton. he's a west romanian snuggle pup. only a few left of his kind. 12/10 would boop https://t.co/5kmxpiggag,12.0,10,Lipton,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,Labrador_retriever,
02/2017,833863086058651648,https://twitter.com/dog_rates/status/833863086058651648/photo/1,2729,14661,this is bentley. hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/hdlotyilwz,12.0,10,Bentley,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,kuvasz,
02/2017,833826103416520705,https://twitter.com/dog_rates/status/833826103416520705/photo/1,3904,16728,meet charlie. she asked u to change the channel to animal planet at least 6 times. now taking matters into her own paws. 13/10 assertive af https://t.co/wtzhtfevky,13.0,10,Charlie,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,Chihuahua,
02/2017,833722901757046785,https://twitter.com/dog_rates/status/833722901757046785/photo/1,3636,22585,this is bronte. she's fairly h*ckin aerodynamic. also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1mqwo2pet,13.0,10,Bronte,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,West_Highland_white_terrier,
02/2017,833479644947025920,https://twitter.com/dog_rates/status/833479644947025920/photo/1,2357,16258,this is poppy. she just arrived. 13/10 would snug passionately https://t.co/ygespyn8gu,13.0,10,Poppy,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,golden_retriever,
02/2017,833124694597443584,https://twitter.com/dog_rates/status/833124694597443584/photo/1,5513,22133,this is gidget. she's a spy pupper. stealthy as h*ck. must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zd97kyfafa,12.0,10,Gidget,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,Cardigan,pupper
02/2017,832998151111966721,https://twitter.com/dog_rates/status/832998151111966721/photo/1,2522,14549,"this is rhino. he arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/qx1h0oqmz0",13.0,10,Rhino,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,boxer,doggo
02/2017,832757312314028032,https://twitter.com/dog_rates/status/832757312314028032/photo/1,4127,18423,this is willow. she's the official strawberry taste tester. palate delicate af. currently noting the subtle piquancy of this one. 13/10 https://t.co/on7muwnwsq,13.0,10,Willow,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,Cardigan,
02/2017,832636094638288896,https://twitter.com/dog_rates/status/832636094638288896/photo/1,3220,17379,this is orion. he just got back from the dentist. cavity free af. 12/10 would give extra pats https://t.co/y4dzx2uwsr,12.0,10,Orion,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,Eskimo_dog,
02/2017,832397543355072512,https://twitter.com/dog_rates/status/832397543355072512/photo/1,2548,13126,this is eevee. she wants to see how you're doing. just checkin pup on you. she hopes you're doing okay. 12/10 extremely good girl https://t.co/nqajgchket,12.0,10,Eevee,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,Pekinese,
02/2017,832369877331693569,https://twitter.com/dog_rates/status/832369877331693569/photo/1,3652,18792,this is charlie. he fell asleep on a heating vent. would puppreciate your assistance. 11/10 someone help charlie https://t.co/dhdx5hnq4d,11.0,10,Charlie,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,kelpie,
02/2017,832273440279240704,https://twitter.com/dog_rates/status/832273440279240704/video/1,2673,12385,say hello to smiley. he's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/shab1whjmz,14.0,10,Smiley,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,Pembroke,doggo
02/2017,832032802820481025,https://twitter.com/dog_rates/status/832032802820481025/photo/1,4746,13887,"this is miguel. he was the only remaining doggo at the adoption center after the weekend. let's change that. 12/10

https://t.co/p0bo8mcqwn https://t.co/su4k34nt4m",12.0,10,Miguel,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,whippet,doggo
02/2017,831939777352105988,https://twitter.com/dog_rates/status/831939777352105988/photo/1,7031,26404,this is emanuel. he's a h*ckin rare doggo. dwells in a semi-urban environment. round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyvdut,12.0,10,Emanuel,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,Pomeranian,doggo
02/2017,831911600680497154,https://twitter.com/dog_rates/status/831911600680497154/photo/1,7458,30380,meet kuyu. he was trapped in a well for 10 days. rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38r6iznng,14.0,10,Kuyu,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,bloodhound,
02/2017,831670449226514432,https://twitter.com/dog_rates/status/831670449226514432/photo/1,2059,11469,this is daisy. she has a heart on her butt. 13/10 topical af https://t.co/u6p4lxzhkg,13.0,10,Daisy,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,Pembroke,
02/2017,831650051525054464,https://twitter.com/dog_rates/status/831650051525054464/photo/1,2243,7908,"i usually only share these on friday's, but this is blue. he's a very smoochable pooch who needs your help. 13/10

https://t.co/piix0ke8z6 https://t.co/1uhrkcacio",13.0,10,,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,Eskimo_dog,
02/2017,831552930092285952,https://twitter.com/dog_rates/status/831552930092285952/photo/1,2632,9872,this is dutch. he dressed up as his favorite emoji for valentine's day. i've got heart eyes for his heart eyes. 13/10 https://t.co/bcbmfylrse,13.0,10,Dutch,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,Chihuahua,
02/2017,831322785565769729,https://twitter.com/dog_rates/status/831322785565769729/photo/1,1744,10042,this is pete. he has no eyes. needs a guide doggo. also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/xc0gyovctk,12.0,10,Pete,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,Old_English_sheepdog,doggo
02/2017,831315979191906304,https://twitter.com/dog_rates/status/831315979191906304/photo/1,1264,7117,i couldn't make it to the #wkcdogshow but i have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lyhfdh4,13.0,10,,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,briard,pupper
02/2017,831309418084069378,https://twitter.com/dog_rates/status/831309418084069378/photo/1,2786,12819,this is scooter and his son montoya.  scooter is a wonderful father. he takes very good care of montoya. both 12/10 would pet at same time https://t.co/ghqmfxxa4v,12.0,10,Scooter,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,Doberman,
02/2017,831262627380748289,https://twitter.com/dog_rates/status/831262627380748289/photo/1,2350,13066,this is tucker. he's feeling h*ckin festive and his owners don't have the heart to tell him christmas is over. 12/10 https://t.co/zqr5xkmpuy,12.0,10,Tucker,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,cocker_spaniel,
02/2017,830956169170665475,https://twitter.com/dog_rates/status/830956169170665475/video/1,1735,8735,say hello to reggie. he hates puns. 12/10 lighten pup reggie https://t.co/x4vnezaod5,12.0,10,Reggie,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,kuvasz,
02/2017,830583320585068544,https://twitter.com/dog_rates/status/830583320585068544/photo/1,19297,73397,this is lilly. she just parallel barked. kindly requests a reward now. 13/10 would pet so well https://t.co/satn4if5h5,13.0,10,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,
02/2017,830097400375152640,https://twitter.com/dog_rates/status/830097400375152640/photo/1,3455,10804,"meet samson. he's absolute fluffy perfection. easily 13/10, but he needs your help. click the link to find out more

https://t.co/z82hctwhpn https://t.co/kowrmkbmbw",13.0,10,Samson,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,toy_poodle,
02/2017,829861396166877184,https://twitter.com/dog_rates/status/829861396166877184/photo/1,2243,13441,this is mia. she already knows she's a good dog. you don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgdxmtu,12.0,10,Mia,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,Border_terrier,
02/2017,829501995190984704,https://twitter.com/dog_rates/status/829501995190984704/photo/1,12224,34913,this is leo. he was a skater pup. she said see ya later pup. he wasn't good enough for her. 12/10 you're good enough for me leo https://t.co/xw9jbjhtul,12.0,10,Leo,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,French_bulldog,
02/2017,829449946868879360,https://twitter.com/dog_rates/status/829449946868879360/photo/1,2329,11519,here's a stressed doggo. had a long day. many things on her mind. the hat communicates these feelings exquisitely. 11/10 https://t.co/fmrs43mwqb,11.0,10,,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,Labrador_retriever,doggo
02/2017,829374341691346946,https://twitter.com/dog_rates/status/829374341691346946/photo/1,10706,38074,this is astrid. she's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7fzfiaao,13.0,10,Astrid,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,Staffordshire_bullterrier,doggo
02/2017,829141528400556032,https://twitter.com/dog_rates/status/829141528400556032/photo/1,8530,26952,this is malcolm. he goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rhwfysggqr,12.0,10,Malcolm,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,golden_retriever,
02/2017,829011960981237760,https://twitter.com/dog_rates/status/829011960981237760/photo/1,18627,58302,this is dexter. he was reunited with his mom yesterday after she was stuck in iran during the travel bannon. 13/10 welcome home https://t.co/u50rlrw4is,13.0,10,Dexter,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,boxer,
02/2017,828770345708580865,https://twitter.com/dog_rates/status/828770345708580865/photo/1,6746,28085,this is alfie. he's your lyft for tonight. kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/aqpthyubfz,13.0,10,Alfie,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,Chesapeake_Bay_retriever,
02/2017,828708714936930305,https://twitter.com/dog_rates/status/828708714936930305/photo/1,12882,40241,this is fiona. she's an exotic dog. seems rather impatient. jaw extension on another level tho. looks slippery. 10/10 would still pet https://t.co/vst2sevjo3,10.0,10,Fiona,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,Mexican_hairless,
